,node_812.3_harmonico_60,node_812.3_harmonico_180,node_812.3_harmonico_300,node_812.3_harmonico_420,node_812.3_harmonico_540,node_812.3_harmonico_660,node_812.3_harmonico_780,node_812.3_harmonico_900,node_812.3_harmonico_1020,node_812.3_harmonico_1140,node_812.3_harmonico_1260,node_812.3_harmonico_1380,node_812.3_harmonico_1500,node_812.3_harmonico_1620,node_812.3_harmonico_1740,node_812.3_harmonico_1860,node_812.3_harmonico_1980,node_812.3_harmonico_2100,node_812.3_harmonico_2220,node_812.3_harmonico_2340,node_812.3_harmonico_2460,node_812.3_harmonico_2580,node_812.3_harmonico_2700,node_812.3_harmonico_2820,node_812.3_harmonico_2940
1,20914.134401590603,0.0110560511836606,0.024740263045437,0.0124524717048474,0.0135907915141672,0.0169801570727212,0.0210413732433161,0.0256730043637356,0.0309945365437043,0.0372191770376423,0.0446610444755881,0.0538222500937102,0.0657885442100863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41828.91830290313,-0.0224525881085234,-0.0459040094075964,-0.0234739179904985,-0.0268721046966052,-0.0337573666102422,-0.0418009579113142,-0.0509128133995722,-0.0613635360143631,-0.0736148897287459,-0.0883666484990049,-0.1067036766086251,-0.1303811774740565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20914.78390947935,0.0113965369248633,0.0211637463621594,0.0110214462856482,0.0132813131824398,0.0167772095375187,0.020759584667997,0.0252398090358342,0.0303689994706527,0.0363957126911034,0.0437056040234095,0.0528814265149149,0.0645926332639811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.257961808849269,-0.0001038829934472,0.0014884370473144,0.0005615061807595,9.907624630596836e-05,2.6302342109968548e-05,1.0055877404128528e-05,-4.9989182189800446e-06,-4.940616471102431e-05,-0.0001690836369948,-0.000449948283274,-0.0010216394356601,-0.0018318861328319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-13072.32266484378,-0.012404982504226,-0.0266555981978457,-0.0135713522881476,-0.0152661506990676,-0.019175042413965,-0.0238045609838157,-0.0290867076426857,-0.0351852651112284,-0.0423875397061215,-0.0511360616956978,-0.0621308076502713,-0.0765535770914918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13072.57151554674,0.0125915890787466,0.0256092755446486,0.0130384350863737,0.0150998725050332,0.0189900950942488,0.0234999937310592,0.0285813201973509,0.0343735623946352,0.041113054532571,0.0491529493578647,0.0590279631033006,0.0715547469495843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-13.797053404404624,-0.0619297200250488,-0.0016830425836145,-0.0618869143674715,-0.1090791072714309,-0.1468582973442072,-0.1918324393608132,-0.2500256971906089,-0.3296068162489197,-0.4445195636060291,-0.6188329194168721,-0.8885194229727922,-1.2693231819524216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-13044.140561379209,-1.368045354136456,-2.167617272619471,-1.1919361354414737,-1.4185524465694326,-1.7784941928735165,-2.1885511666064077,-2.655741596724792,-3.202029790492681,-3.861519325447556,-4.686840615170319,-5.759132671424627,-7.189146314647858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,13059.753398936458,1.41180611174172,2.1390628099839977,1.1495902087412877,1.3787536170363996,1.7145657879650835,2.083721857447017,2.487348446277884,2.9350093789145,3.439153181248412,4.01538504751316,4.687078425108137,5.509356802350753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-23.01471405350881,-0.1033880636225205,-0.0038228651440235,-0.1037617806541227,-0.1822728029124507,-0.2453184729645838,-0.3204156935334783,-0.4175878667705596,-0.5504562797228864,-0.7422763882693166,-1.0331863640520216,-1.483174768726102,-2.118571289202166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
