,node_836.3_harmonico_60,node_836.3_harmonico_180,node_836.3_harmonico_300,node_836.3_harmonico_420,node_836.3_harmonico_540,node_836.3_harmonico_660,node_836.3_harmonico_780,node_836.3_harmonico_900,node_836.3_harmonico_1020,node_836.3_harmonico_1140,node_836.3_harmonico_1260,node_836.3_harmonico_1380,node_836.3_harmonico_1500,node_836.3_harmonico_1620,node_836.3_harmonico_1740,node_836.3_harmonico_1860,node_836.3_harmonico_1980,node_836.3_harmonico_2100,node_836.3_harmonico_2220,node_836.3_harmonico_2340,node_836.3_harmonico_2460,node_836.3_harmonico_2580,node_836.3_harmonico_2700,node_836.3_harmonico_2820,node_836.3_harmonico_2940
0,36225.02843437387,-0.010504172945642,0.0246103559221478,0.0296634325312105,0.0183927909857103,0.013406246309791,0.0107376540356569,0.0091055228471471,0.0080262770446752,0.0072816392579319,0.0067603520001802,0.0064003776140779,0.0061582605457764,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-0.3181580719983684,0.0203672278312562,-0.0575456657135275,-0.0530439128309159,-0.0329065355455767,-0.0240271381262821,-0.0191927357297895,-0.0161737266554684,-0.0141205961113952,-0.0126419314196652,-0.0115301278796512,-0.010661220953106,-0.0099516499252606,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,-36224.710276302016,-0.0098630548856145,0.0329353097913798,0.0233804802996993,0.0145137445598686,0.0106208918164895,0.008455081694132,0.0070682038083204,0.0060943190667185,0.0053602921617333,0.0047697758794699,0.0042608433390281,0.0037933893794851,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,15094.72797814517,-0.0004136125656182,-0.0029980335791707,0.0025776421414609,0.0015968633996795,0.0011450632368032,0.0009314331350789,0.0008221427930393,0.0007696304486574,0.0007555944871368,0.0007741128244891,0.0008252318392126,0.0009060241375545,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,-7547.564515825301,0.0119669441710534,-0.0303812111617331,-0.0312226237059377,-0.0194069197657789,-0.0141715604319522,-0.01133735084061,-0.0095814226066689,-0.0084001839897123,-0.0075628268075061,-0.0069482073138673,-0.0064854089050103,-0.0061277519488923,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10,-7547.189825653954,-0.01208748414495,0.0340226828960401,0.0292474948440234,0.0181768320588243,0.0132812626096638,0.0105927539284962,0.0088980306036703,0.0077320396266927,0.0068787400025927,0.0062221014922123,0.0056913628738248,0.005237682963331,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,15058.04592867804,-0.0019133679374655,-0.2432680081593138,0.0667031730969037,0.0274945205834006,0.0148069990720467,0.0107876465978109,0.0099182271937455,0.0107326765742798,0.0129488897557293,0.0167825298593061,0.0225872741835333,0.0296543773391034,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,-7551.801813922378,0.4035684294841157,-3.178670442759695,-2.4558774017909104,-1.4812489872136796,-1.0762662893899708,-0.8616474683321166,-0.7299307445981591,-0.6416828049263255,-0.5790926832339189,-0.5328059467323074,-0.4973648446684989,-0.4698640498175866,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,-7524.187542251141,-0.4895914941563219,3.564837479339786,2.425368366300119,1.464107492261116,1.0620587821844232,0.8452590370250888,0.7095489416972088,0.6164571395268762,0.5485200996218852,0.4965500763401209,0.4549743588826965,0.4193231613044437,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
18,15033.332597864846,-0.0029068496184899,-0.4043604570535571,0.1096780478595435,0.0448380339027888,0.0239474973786698,0.0173764759753163,0.0159966287605968,0.0173908200467627,0.0210999450076717,0.0274879709930573,0.0371453332885237,0.0488901008918843,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20,-7554.901299249231,0.66624079716373,-5.289629467402283,-4.081777127305957,-2.461526106529061,-1.788476544043425,-1.431830550318213,-1.2129546029939784,-1.0663105302439184,-0.9622986398395736,-0.8853728884013548,-0.826463126637993,-0.7807464764616968,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22,-7509.164567593669,-0.8098467124642638,5.932330415889403,4.032091593730636,2.4336731935021096,1.7652997395898944,1.4049134863099637,1.179324903224427,1.0245773144470665,0.9116416768458598,0.8252470597520039,0.7561314695941912,0.6968612974816023,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24,14569.294674225344,-0.0210836997780364,-3.4049494071412583,0.9086068588338286,0.3666094431872044,0.1930056349289501,0.1388618655916108,0.1278344583591178,0.1397804991291306,0.1709035674421269,0.224256056625792,0.3047401398065503,0.4023672458114575,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
26,-7615.349969488173,5.563012384812264,-44.59990115179083,-34.357778446913024,-20.70951753951233,-15.040406565838248,-12.035137589736143,-10.189422092966216,-8.951462120665262,-8.072053135099207,-7.420305421851966,-6.919848126689859,-6.530056742851138,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
