,node_852r.1_harmonico_60,node_852r.1_harmonico_180,node_852r.1_harmonico_300,node_852r.1_harmonico_420,node_852r.1_harmonico_540,node_852r.1_harmonico_660,node_852r.1_harmonico_780,node_852r.1_harmonico_900,node_852r.1_harmonico_1020,node_852r.1_harmonico_1140,node_852r.1_harmonico_1260,node_852r.1_harmonico_1380,node_852r.1_harmonico_1500,node_852r.1_harmonico_1620,node_852r.1_harmonico_1740,node_852r.1_harmonico_1860,node_852r.1_harmonico_1980,node_852r.1_harmonico_2100,node_852r.1_harmonico_2220,node_852r.1_harmonico_2340,node_852r.1_harmonico_2460,node_852r.1_harmonico_2580,node_852r.1_harmonico_2700,node_852r.1_harmonico_2820,node_852r.1_harmonico_2940
1,20914.134401590603,0.0329959132019664,0.0495934724547644,-0.0204842721067796,-0.0185203097053465,-0.0138497438608652,-0.0101012121611764,-0.0069380107363477,-0.0039944908063256,-0.000981665546672,0.0023611901078767,0.0062661805486628,0.0107911369794642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41828.91830290313,-0.0159649675265441,-0.0840939988091074,-0.0206935873000071,-0.0071709571241339,-0.0035751286592601,-0.0021579580019309,-0.0015085542313204,-0.0012316749528717,-0.0011994461171837,-0.001391799776568,-0.0018700323295572,-0.0028212136507956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20914.78390947935,-0.0170309456754231,0.0345005263543431,0.0411778594067823,0.0256912668294825,0.0174248725201259,0.0122591701631077,0.0084465649676688,0.0052261657591978,0.0021811116638557,-0.0009693903313089,-0.0043961482191056,-0.0079699233286671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.257961808849269,0.0190253145402828,0.0064100303393024,-0.0230934454098101,-0.0166671152677272,-0.0118224078426851,-0.0084692211441613,-0.005836985558476,-0.0035036899863348,-0.001204390580231,0.0012570480851466,0.0039923106089662,0.0068225750944168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-13072.32266484378,-0.0184896443708133,-0.0511625479958413,-0.0002470179034372,0.0042553314484907,0.0038724903976132,0.0029938532837626,0.0020416727015583,0.0010320428209694,-9.537280405009744e-05,-0.0014399802927988,-0.0031542148956135,-0.0054828581793072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13072.57151554674,-0.0010919259060765,0.0448146723314915,0.0237546377004132,0.0126303738430692,0.0080571765965292,0.0055156522920446,0.0037943916743005,0.0024493034531273,0.0012698655890966,0.0001313916152819,-0.0010502635082896,-0.0023079106038613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-13.797053404404624,0.9683638217698995,-0.6589343074582258,-1.9572274642284355,-1.2854037720739064,-0.8892758317575862,-0.6331903008915533,-0.4391075504966427,-0.2710622772175901,-0.1094844311324437,0.0553134609809213,0.2146321323792358,0.305228486926492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-13044.140561379209,-1.7710406917978128,-3.558834787703204,0.1761081243322436,0.3613372429818288,0.2894781084562605,0.2086925836464819,0.132762230124952,0.0573695206381692,-0.0249878298518517,-0.1268431260842924,-0.2755875041556692,-0.5389895163956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,13059.753398936458,0.5252044396715327,4.027327156952096,1.7458807456338952,0.8923482977443596,0.5657446524165105,0.3888536262430453,0.2702716464907956,0.1778881499286758,0.0959347570054753,0.0117056320849969,-0.0949387055510289,-0.2702325895713922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-23.01471405350881,1.604895832566199,-1.105163238232847,-3.2540962326893776,-2.1360766359922487,-1.477573559439587,-1.0520214267497752,-0.7295691623086047,-0.4504204883427147,-0.1820633354507937,0.0915520280342976,0.3558226288789312,0.5052471683159687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-13025.859231107946,-2.9462737033939312,-5.911228694671673,0.29416107205623,0.6006389813752538,0.4808736674992193,0.3465234756403059,0.2203374216456071,0.0950981149839906,-0.0416792768297061,-0.2108524121796966,-0.4580513222377737,-0.8962715454740281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,13051.370026743914,0.8780384587252796,6.697728681212001,2.9007212280252483,1.4822994059508725,0.9397378375898026,0.6459171406051702,0.4489553063993445,0.2955079223178273,0.1593755987352635,0.0194203065683697,-0.1579347266314612,-0.4498807404992402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,-195.47368729683149,13.461851582029007,-9.415398806852336,-27.397688420961465,-17.966101285406484,-12.41919332649674,-8.836688352555807,-6.124095190694261,-3.7783652219369737,-1.526735451806926,0.7646163026699342,2.9718655067513358,4.209631628254582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-12696.760970534802,-24.8406018180192,-49.73796922305673,2.4822381839777607,5.047650971728964,4.035727485035946,2.90429947325741,1.8436518673202915,0.7931732196034185,-0.3514036642080445,-1.7639880855013146,-3.825424224655383,-7.480217173545768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,12897.09847731432,7.447582753126023,56.43074250142154,24.40691711101597,12.465832656703942,7.899587607421554,5.426854341570173,3.769489018724689,2.4789148013143,1.33513253857841,0.1610163205039513,-1.3245918446605625,-3.768544098475832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-12694.871019322054,-24.838514927285747,-49.727442188248745,2.490699331266282,5.054247636526253,4.041517526802435,2.9093299975114078,1.847621035241023,0.7955019376465644,-0.3516728816392158,-1.768481816615215,-3.8371589262180734,-7.505317687325013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
