,node_852r.2_harmonico_60,node_852r.2_harmonico_180,node_852r.2_harmonico_300,node_852r.2_harmonico_420,node_852r.2_harmonico_540,node_852r.2_harmonico_660,node_852r.2_harmonico_780,node_852r.2_harmonico_900,node_852r.2_harmonico_1020,node_852r.2_harmonico_1140,node_852r.2_harmonico_1260,node_852r.2_harmonico_1380,node_852r.2_harmonico_1500,node_852r.2_harmonico_1620,node_852r.2_harmonico_1740,node_852r.2_harmonico_1860,node_852r.2_harmonico_1980,node_852r.2_harmonico_2100,node_852r.2_harmonico_2220,node_852r.2_harmonico_2340,node_852r.2_harmonico_2460,node_852r.2_harmonico_2580,node_852r.2_harmonico_2700,node_852r.2_harmonico_2820,node_852r.2_harmonico_2940
0,36225.02843437387,-0.0193242412883642,-0.0251032325666884,0.0110026591623454,0.0095394274973351,0.0069577127069297,0.0048753640154596,0.0030983566884997,0.001435252879701,-0.0002634381935717,-0.0021416666169537,-0.004388462110532,-0.0073668825921376,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-0.3181580719983684,0.0390871519987168,0.0382232450215532,-0.0214950452444317,-0.0171924413982569,-0.0121426633257762,-0.008120940271566,-0.0046626304968244,-0.001393190379215,0.0019761920241176,0.0057228931038945,0.0101800926028374,0.0158179203517187,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,-36224.710276302016,-0.0197629107103535,-0.0131200124548648,0.0104923860820834,0.0076530139009229,0.0051849506188457,0.0032455762561061,0.0015642738083243,-4.20625004861738e-05,-0.0017127538305459,-0.0035812264869404,-0.0057916304923054,-0.0084510377595823,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,15094.72797814517,1.0635671509615458e-05,-0.0047589011054472,0.0002250103009565,0.0007570571057121,0.0007085322503146,0.0006526712614808,0.0006220166333145,0.00061704188618,0.0006400895110269,0.0006974034178014,0.0007852471063927,0.0008057321468106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,-7547.564515825301,0.021979213465053,0.0244710507912225,-0.0120488864250443,-0.0100139156209601,-0.007171089251825,-0.0048756824983618,-0.0028925717546246,-0.0010089027414081,0.0009457295397939,0.00314051233018,0.0057864587094909,0.0091989130836161,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10,-7547.189825653954,-0.0224819855018827,-0.0203666048531931,0.0119901534235335,0.0094044451407082,0.006580974905006,0.0043316468639484,0.0023937436430394,0.0005632993355867,-0.0013144450279931,-0.0033846074841312,-0.0058150327474814,-0.0088258476717707,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,15058.04592867804,0.0655263107454398,-0.2323682717897072,0.0068206252334195,0.0271666654730568,0.029650909681541,0.0354725147786186,0.0454592447728658,0.0607091551720656,0.0834847119227545,0.1172654862898227,0.1648698473870262,0.2166229935477767,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,-7551.801813922378,1.7863360921192526,1.126918798365441,-1.252145281177674,-0.9033518412568134,-0.6191223672983701,-0.4093450612849069,-0.2339974583038173,-0.0686751104829536,0.1043870811617678,0.3022427930624006,0.5444890452438887,0.8522285321200638,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,-7524.187542251141,-1.93822413146672,-0.8844922807016954,1.2794662052380774,0.8926093809820694,0.6042592304950304,0.3957926253989018,0.2265664957615685,0.0743847520661362,-0.0745520881566681,-0.2312029331172474,-0.4080063053854577,-0.6272247190104464,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
18,15033.332597864846,0.1094678047037871,-0.3849421183210834,0.011256097395052,0.0448789117844036,0.0490586546421154,0.0588191473012671,0.0755201310869468,0.100994827677334,0.1390202105561237,0.1954035929286231,0.274855269187883,0.3612857116818063,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
20,-7554.901299249231,2.9695017417292764,1.8664472306511743,-2.083541973969655,-1.5022683158094814,-1.029366741942427,-0.6804728432156724,-0.3888920099759482,-0.1140031167675341,0.17375128532826,0.5027389500482248,0.905545739736034,1.4172011725247269,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22,-7509.164567593669,-3.2228781055548903,-1.4641350442646024,2.1292515261086016,1.4847432150332402,1.0049417749379133,0.6582063156005219,0.3768218228422836,0.1238494572619215,-0.1236547216456381,-0.3838933305210543,-0.6775202043103359,-1.0415537558183,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
