,node_890.2_harmonico_60,node_890.2_harmonico_180,node_890.2_harmonico_300,node_890.2_harmonico_420,node_890.2_harmonico_540,node_890.2_harmonico_660,node_890.2_harmonico_780,node_890.2_harmonico_900,node_890.2_harmonico_1020,node_890.2_harmonico_1140,node_890.2_harmonico_1260,node_890.2_harmonico_1380,node_890.2_harmonico_1500,node_890.2_harmonico_1620,node_890.2_harmonico_1740,node_890.2_harmonico_1860,node_890.2_harmonico_1980,node_890.2_harmonico_2100,node_890.2_harmonico_2220,node_890.2_harmonico_2340,node_890.2_harmonico_2460,node_890.2_harmonico_2580,node_890.2_harmonico_2700,node_890.2_harmonico_2820,node_890.2_harmonico_2940
1,20914.134401590603,0.0001724171330417,0.0062974456055599,0.0029663428591295,0.0012329704490051,0.0006408063015732,0.0003700834601622,0.0002327032960162,0.0001675362558123,0.0001501302672185,0.0001701168512864,0.0002246575035505,0.0003220685123411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-41828.91830290313,-0.0005240151224936,-0.0125618159268217,-0.0049613098207951,-0.002062779426523,-0.0010637574275803,-0.0006089026965179,-0.0003864975359093,-0.0002941621930946,-0.000291978471769,-0.0003662182115208,-0.0005194878579359,-0.0007705210881571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,20914.78390947935,0.0003515979894519,0.0062643703212618,0.001994966961665,0.000829808977518,0.000422951126007,0.0002388192363556,0.0001537942398931,0.0001266259372823,0.0001418482045505,0.0001961013602344,0.0002948303543853,0.0004484525758159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.257961808849269,-7.948645603567308e-05,5.912821326653716e-05,0.0003932273867339,0.0001656836023583,9.039943267943552e-05,5.462623631041765e-05,3.236083254482025e-05,1.5179779431094626e-05,-1.2979056203753012e-06,-2.128070610101903e-05,-5.055648806305024e-05,-9.318960301909232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-13072.32266484378,-0.0002038357514402,-0.0070797623642959,-0.0030144041833356,-0.0012554139410749,-0.0006491411206354,-0.0003726077265528,-0.0002359604516226,-0.0001772837256021,-0.0001727599121691,-0.0002145925619054,-0.0003052006983826,-0.0004579903819123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,13072.57151554674,0.0002483657992799,0.0071890989829023,0.002690430219682,0.0011238007768282,0.0005791921526128,0.0003304482555622,0.0002093592278896,0.0001599282398123,0.000159877525116,0.0002010280143333,0.0002837285873321,0.0004157833157496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-13.797053404404624,-0.0067535347678043,-0.0095332442460188,0.0136220837177222,0.004914177000654,0.0026539186861768,0.0014448942939973,0.0002578400386203,-0.0013129126792414,-0.0036776935580714,-0.0074941976359945,-0.0138257016474097,-0.0235699364743934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,-13044.140561379209,-0.1087409024467697,-0.5942811656306413,-0.2041770805563195,-0.079950277236599,-0.0402653377487524,-0.0231637040559956,-0.0156038615598198,-0.0136403798444864,-0.0160200044864442,-0.0227598770729787,-0.0348620516927214,-0.0540960451020071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,13059.753398936458,0.1111769116894909,0.6259927509038923,0.1937250519734227,0.0768517925743603,0.0389107561069406,0.0221937563006989,0.0143146987888717,0.0112371436250244,0.0112582572529359,0.0135191680566173,0.017563191018053,0.023584764289966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,-23.01471405350881,-0.0112277691406437,-0.0159673706034719,0.0224877702049286,0.0080950047288787,0.0043704613451562,0.0023753545824066,0.0004079285534838,-0.0022036858603357,-0.0061418090132626,-0.0125019750067878,-0.0230559907793932,-0.0393003576831752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
