,node_846.1_harmonico_60,node_846.1_harmonico_180,node_846.1_harmonico_300,node_846.1_harmonico_420,node_846.1_harmonico_540,node_846.1_harmonico_660,node_846.1_harmonico_780,node_846.1_harmonico_900,node_846.1_harmonico_1020,node_846.1_harmonico_1140,node_846.1_harmonico_1260,node_846.1_harmonico_1380,node_846.1_harmonico_1500,node_846.1_harmonico_1620,node_846.1_harmonico_1740,node_846.1_harmonico_1860,node_846.1_harmonico_1980,node_846.1_harmonico_2100,node_846.1_harmonico_2220,node_846.1_harmonico_2340,node_846.1_harmonico_2460,node_846.1_harmonico_2580,node_846.1_harmonico_2700,node_846.1_harmonico_2820,node_846.1_harmonico_2940
0,36225.02843437387,-0.0011545722191529,0.0741396956365171,0.0510578465630191,0.0268299784371382,0.0181448182407,0.0139776175876113,0.0115951750544432,0.0100626768567288,0.0089503275948659,0.0079766747063889,0.0068660764980491,0.0053590911174453,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2,-0.3181580719983684,0.0305840537169836,-0.0125877791652635,-0.0442563699690545,-0.0307640776581653,-0.0241124399625121,-0.0205281107671534,-0.0184762187039951,-0.0173426480700508,-0.0168603561119796,-0.0169247319642085,-0.0175314725654558,-0.0187520409250934,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4,-36224.710276302016,-0.0294294814978321,-0.061551916471254,-0.0068014765939678,0.0039340992210284,0.0059676217218103,0.0065504931795413,0.0068810436495508,0.0072799712133202,0.0079100285171137,0.0089480572578182,0.0106653960674067,0.0133929498076493,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6,15094.72797814517,0.010523567653783,0.0510857837269197,0.0221392010582427,0.00879459663261,0.0046549657250151,0.0027912657886602,0.0016971306156684,0.0008817505654036,0.0001003795226507,-0.0008543061785445,-0.0022448726496106,-0.0043476178118361,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8,-7547.564515825301,0.0126973410722362,-0.0326367221387584,-0.0363560395514811,-0.0220133919178994,-0.0161879216525125,-0.0132638410949844,-0.0116197819139303,-0.0106744576274825,-0.0101794289401876,-0.0100194156422961,-0.0101415307917372,-0.0105248287459562,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10,-7547.189825653954,-0.022550581514695,-0.0196754434593215,0.0138584466846511,0.0130021012472775,0.0112843383089637,0.0101357310706675,0.0094465408642829,0.0091027923790039,0.0090501745139528,0.009285463220377,0.0098571260934646,0.0108681058690902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12,15058.04592867804,1.5125581067199814,3.6122357137953545,1.0552746289309562,0.2856184527132817,0.0765896617284527,-0.0183184859334359,-0.0841687809604572,-0.149083374170196,-0.231049320613346,-0.3510831406411882,-0.5389150900216747,-0.8174204528655012,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14,-7551.801813922378,0.667493358644656,-3.1632927768551267,-2.7233317675840523,-1.642557415237569,-1.230001056358712,-1.032982621540244,-0.9329600706961528,-0.8909124061740906,-0.8942878208868623,-0.9438358709773668,-1.0491077179500452,-1.2146759265419984,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
16,-7524.187542251141,-1.769675735776533,-0.6854139584109368,1.50029275471406,1.2064777018729451,0.9853642748040404,0.8481322876822228,0.7594029749982236,0.6990912995645532,0.6548892488221795,0.6171809726237224,0.5777092280779169,0.5402139756689459,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
18,15033.332597864846,2.5197416797863634,6.000016786846711,1.7479112540726844,0.4711582574104205,0.1247608636397011,-0.0325258554198015,-0.141786693951976,-0.2496678003647467,-0.3860482565764529,-0.5858899577981332,-0.8986698828803422,-1.362408565988468,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
