,node_814r.3_harmonico_60,node_814r.3_harmonico_180,node_814r.3_harmonico_300,node_814r.3_harmonico_420,node_814r.3_harmonico_540,node_814r.3_harmonico_660,node_814r.3_harmonico_780,node_814r.3_harmonico_900,node_814r.3_harmonico_1020,node_814r.3_harmonico_1140,node_814r.3_harmonico_1260,node_814r.3_harmonico_1380,node_814r.3_harmonico_1500
1,20914.119566572743,0.0124666932223504,0.0300953931410536,0.0102595910473837,0.0096396093730464,0.0121141360805968,0.0153660156271664,0.0191925393449758,0.023691441852737,0.0290691416151024,0.0356362223138024,0.0439002858552984,0.0550278272618723
3,-41828.90383917119,-0.0255032337910184,-0.0552243211250162,-0.018554875139669,-0.0189681492934472,-0.0241433210767039,-0.0306342067277877,-0.0382038601108678,-0.0471022621379321,-0.0578031838951408,-0.0710402300567994,-0.0879620292062684,-0.1104361359324011
5,20914.784280761924,0.0130365405686685,0.0251289279839625,0.0082952840922832,0.009328539920402,0.0120291849961054,0.0152681911006205,0.0190113207658901,0.0234108202851905,0.0287340422800383,0.0354040077429911,0.0440617433509701,0.055408308670538
7,-0.2586499602125917,-0.00016142195036,0.0020819792869619,0.0007833865308697,0.0001094044177804,-1.383032160588894e-05,-6.23022859702339e-05,-0.0001157569677309,-0.0002176368642759,-0.0004306046847511,-0.0008682074785364,-0.0016986213420579,-0.0028632908249348
9,-13072.31801528832,-0.0140698055953924,-0.0322727622354637,-0.0109545265902296,-0.010828714123577,-0.0137345167845634,-0.0174685629626225,-0.0218685229850943,-0.027085104853838,-0.0334140820662533,-0.0413212414576896,-0.0515509828638702,-0.0653702645225366
11,13072.56755414614,0.0144037400745166,0.0308532404215187,0.0102467676988881,0.0106756676813854,0.0136002281432438,0.0172262815445138,0.0214266078211384,0.0263281724421945,0.0321716178860492,0.0393249401022328,0.0483508504381994,0.060108746567632
13,-13.797734500602555,-0.0616284613652241,0.0347058421075691,-0.0311608584574113,-0.0802567447940318,-0.114580216600264,-0.1571059230616146,-0.2154292921650953,-0.2995599345735949,-0.4265025684178763,-0.6253987530093894,-0.9389878625056454,-1.3824322583849695
15,-13044.13591224115,-1.4898361016906791,-2.455476672223351,-0.8465581439518525,-0.9606353365730655,-1.2524615304341715,-1.5974722002599402,-1.9997854825851964,-2.482837966442276,-3.0839308980507902,-3.8609840836830114,-4.902946528427528,-6.327380399607683
17,13059.749434551157,1.5727917447703512,2.429956392552064,0.8044864951892452,0.9311974011076372,1.2002016269806832,1.5021331820429606,1.8345389870479156,2.206190933910224,2.628704977117024,3.1163772482803016,3.6914270978322574,4.412850390312888
19,-23.01539046891624,-0.1028470063602103,0.0565595278143986,-0.0525899200711305,-0.1341404809781917,-0.1913829870468987,-0.2623732574128632,-0.359742712509119,-0.500178598619268,-0.7120374271143516,-1.043910736633135,-1.567062791757626,-2.30685701042601
21,-13025.854582440446,-2.4794332754176205,-4.08047136028393,-1.406908117972174,-1.5974542585931948,-2.08288330127342,-2.6565568735418834,-3.325443235377191,-4.128567868799996,-5.12800981692076,-6.420161410937507,-8.153040289271166,-10.52209029687128
23,13051.366060455668,2.617781621853516,4.038752803469744,1.3370762624462131,1.5483786264062145,1.9956903520981208,2.4974975972892457,3.049773850305431,3.667070915474498,4.368609384934467,5.177990928115271,6.1319003266383145,7.32820546357769
25,-195.4742779887615,-0.8708221956968669,0.4626937269365352,-0.4517410290415659,-1.1369460215943183,-1.619926566073129,-2.219134670178069,-3.0403640220006443,-4.223566204337928,-6.006480346273035,-8.796187806252007,-13.189105059195434,-19.396458051372747
27,-12696.756334279473,-20.91450445172669,-34.35049268130109,-11.842054726185513,-13.44737473954856,-17.52368441601952,-22.33325673535229,-27.93296672558692,-34.647576313175485,-42.99364377537061,-53.77309510082242,-68.21668432913421,-87.94500651287467
29,12897.094478116072,22.084354973471655,34.00607198263278,11.25463090858718,13.03277502101853,16.787222586947276,20.99094873570508,25.608483194001565,30.759257689424068,36.60045060356735,43.32390402204159,51.22786736591816,61.11825060403184
31,-12694.866383112572,-20.91279909378349,-34.34571551513778,-11.841040377944228,-13.451569454070098,-17.53482671108459,-22.35425617772177,-27.967891102154976,-34.702053810488174,-43.07559752332638,-53.893960353179295,-68.39331799846512,-88.20211343423942
33,-396.3064064263838,-1.766302856369097,0.9123783820597916,-0.9108436164358968,-2.2647649344241416,-3.1958490895837413,-4.334608987171718,-5.877885376268629,-8.080152049001647,-11.37142078423394,-16.483702691846272,-24.47462547988818,-35.64995679384801
35,-12330.140652844011,-42.322413291874746,-69.43187765097728,-23.86366665411881,-26.907288351359764,-34.80888615901524,-44.00758288263511,-54.54642354068287,-66.97570818849641,-82.17722993810199,-101.51525563560082,-127.0681971521627,-161.50764109903756
37,12707.838571740174,44.67622610297008,68.68477751701232,22.671358956534004,26.140095444384126,33.502693290533635,41.650165855103694,50.475257292415534,60.17235962059327,70.99780778162658,83.25719569061413,97.42856434805954,114.87488541069128
39,-551.8052044981234,-2.476206000065196,1.2578083811859762,-1.2620443161227144,-3.127408370475823,-4.385497394026571,-5.900597486317273,-7.923921177345842,-10.769059208914124,-14.959656004545822,-21.376826685274946,-31.26738391358209,-44.89381233796039
41,-12039.604519018194,-59.21585966467879,-96.9648905877941,-33.19876512865683,-37.15599670892899,-47.67710895460085,-59.71781390691722,-73.23022370142284,-88.82353323245677,-107.48651193609938,-130.74193921756884,-160.88474328740395,-200.75946281321916
43,12553.734940672066,62.50133415478948,95.90744098466872,31.53860758244757,36.12103313330362,45.94847326072088,56.63075299956274,67.95032124251341,80.09095331596262,93.29723676133356,107.8450980544945,124.17537951606415,143.7182436827722
45,-605.1937640050489,-2.6942318890796737,1.4158386487931092,-1.3573279649223953,-3.3999562845341798,-4.771503218461431,-6.421588342873091,-8.625060387484812,-11.723824877660617,-16.28840339358331,-23.278569095461428,-34.052068030535104,-48.89337282943104
